tabla,fila_index,resellerkey,columna_diferente,valor_postgres,valor_sqlserver
dim_reseller,340,341,annualsales,1000000,1000000.0
dim_reseller,341,342,annualsales,3000000,3000000.0
dim_reseller,342,343,annualsales,800000,800000.0
dim_reseller,343,344,annualsales,1000000,1000000.0
dim_reseller,344,345,annualsales,3000000,3000000.0
dim_reseller,345,346,annualsales,1000000,1000000.0
dim_reseller,346,347,annualsales,1000000,1000000.0
dim_reseller,347,348,annualsales,3000000,3000000.0
dim_reseller,348,349,annualsales,800000,800000.0
dim_reseller,349,350,annualsales,1500000,1500000.0
dim_reseller,350,351,annualsales,3000000,3000000.0
dim_reseller,351,352,annualsales,800000,800000.0
dim_reseller,352,353,annualsales,1500000,1500000.0
dim_reseller,353,354,annualsales,3000000,3000000.0
dim_reseller,354,355,annualsales,800000,800000.0
dim_reseller,355,356,annualsales,1500000,1500000.0
dim_reseller,356,357,annualsales,3000000,3000000.0
dim_reseller,357,358,annualsales,800000,800000.0
dim_reseller,358,359,annualsales,1500000,1500000.0
dim_reseller,359,360,annualsales,3000000,3000000.0
dim_reseller,360,361,annualsales,800000,800000.0
dim_reseller,361,362,annualsales,1500000,1500000.0
dim_reseller,362,363,annualsales,3000000,3000000.0
dim_reseller,363,364,annualsales,800000,800000.0
dim_reseller,364,365,annualsales,1500000,1500000.0
dim_reseller,365,366,annualsales,3000000,3000000.0
dim_reseller,366,367,annualsales,800000,800000.0
dim_reseller,367,368,annualsales,1500000,1500000.0
dim_reseller,368,369,annualsales,3000000,3000000.0
dim_reseller,369,370,annualsales,800000,800000.0
dim_reseller,370,371,annualsales,1500000,1500000.0
dim_reseller,371,372,annualsales,3000000,3000000.0
dim_reseller,372,373,annualsales,800000,800000.0
dim_reseller,373,374,annualsales,1500000,1500000.0
dim_reseller,374,375,annualsales,3000000,3000000.0
dim_reseller,375,376,annualsales,800000,800000.0
dim_reseller,376,377,annualsales,1500000,1500000.0
dim_reseller,377,378,annualsales,3000000,3000000.0
dim_reseller,378,379,annualsales,300000,300000.0
dim_reseller,379,380,annualsales,1500000,1500000.0
dim_reseller,380,381,annualsales,3000000,3000000.0
dim_reseller,381,382,annualsales,300000,300000.0
dim_reseller,382,383,annualsales,1500000,1500000.0
dim_reseller,383,384,annualsales,3000000,3000000.0
dim_reseller,384,385,annualsales,300000,300000.0
dim_reseller,385,386,annualsales,1500000,1500000.0
dim_reseller,386,387,annualsales,3000000,3000000.0
dim_reseller,387,388,annualsales,300000,300000.0
dim_reseller,388,389,annualsales,1500000,1500000.0
dim_reseller,389,390,annualsales,3000000,3000000.0
dim_reseller,390,391,annualsales,300000,300000.0
dim_reseller,391,392,annualsales,1500000,1500000.0
dim_reseller,392,393,annualsales,3000000,3000000.0
dim_reseller,393,394,annualsales,300000,300000.0
dim_reseller,394,395,annualsales,1500000,1500000.0
dim_reseller,395,396,annualsales,3000000,3000000.0
dim_reseller,396,397,annualsales,300000,300000.0
dim_reseller,397,398,annualsales,1500000,1500000.0
dim_reseller,398,399,annualsales,3000000,3000000.0
dim_reseller,399,400,annualsales,300000,300000.0
dim_reseller,400,401,annualsales,1500000,1500000.0
dim_reseller,401,402,annualsales,3000000,3000000.0
dim_reseller,402,403,annualsales,300000,300000.0
dim_reseller,403,404,annualsales,1500000,1500000.0
dim_reseller,404,405,annualsales,3000000,3000000.0
dim_reseller,405,406,annualsales,300000,300000.0
dim_reseller,406,407,annualsales,1500000,1500000.0
dim_reseller,407,408,annualsales,3000000,3000000.0
dim_reseller,408,409,annualsales,300000,300000.0
dim_reseller,409,410,annualsales,1500000,1500000.0
dim_reseller,410,411,annualsales,3000000,3000000.0
dim_reseller,411,412,annualsales,800000,800000.0
dim_reseller,412,413,annualsales,1500000,1500000.0
dim_reseller,413,414,annualsales,3000000,3000000.0
dim_reseller,414,415,annualsales,800000,800000.0
dim_reseller,415,416,annualsales,1500000,1500000.0
dim_reseller,416,417,annualsales,3000000,3000000.0
dim_reseller,417,418,annualsales,800000,800000.0
dim_reseller,418,419,annualsales,1500000,1500000.0
dim_reseller,419,420,annualsales,3000000,3000000.0
dim_reseller,420,421,annualsales,800000,800000.0
dim_reseller,421,422,annualsales,1500000,1500000.0
dim_reseller,422,423,annualsales,3000000,3000000.0
dim_reseller,423,424,annualsales,800000,800000.0
dim_reseller,424,425,annualsales,1500000,1500000.0
dim_reseller,425,426,annualsales,3000000,3000000.0
dim_reseller,426,427,annualsales,1000000,1000000.0
dim_reseller,427,428,annualsales,1000000,1000000.0
dim_reseller,428,429,annualsales,3000000,3000000.0
dim_reseller,429,430,annualsales,800000,800000.0
dim_reseller,430,431,annualsales,1000000,1000000.0
dim_reseller,431,432,annualsales,3000000,3000000.0
dim_reseller,432,433,annualsales,800000,800000.0
dim_reseller,433,434,annualsales,1000000,1000000.0
dim_reseller,434,435,annualsales,3000000,3000000.0
dim_reseller,435,436,annualsales,800000,800000.0
dim_reseller,436,437,annualsales,300000,300000.0
dim_reseller,437,438,annualsales,800000,800000.0
dim_reseller,438,439,annualsales,1500000,1500000.0
dim_reseller,439,440,annualsales,300000,300000.0
dim_reseller,440,441,annualsales,800000,800000.0
dim_reseller,441,442,annualsales,1500000,1500000.0
dim_reseller,442,443,annualsales,300000,300000.0
dim_reseller,443,444,annualsales,800000,800000.0
dim_reseller,444,445,annualsales,1500000,1500000.0
dim_reseller,445,446,annualsales,800000,800000.0
dim_reseller,446,447,annualsales,800000,800000.0
dim_reseller,447,448,annualsales,1500000,1500000.0
dim_reseller,448,449,annualsales,800000,800000.0
dim_reseller,449,450,annualsales,1000000,1000000.0
dim_reseller,450,451,annualsales,3000000,3000000.0
dim_reseller,451,452,annualsales,800000,800000.0
dim_reseller,452,453,annualsales,1000000,1000000.0
dim_reseller,453,454,annualsales,3000000,3000000.0
dim_reseller,454,455,annualsales,1000000,1000000.0
dim_reseller,455,456,annualsales,1000000,1000000.0
dim_reseller,456,457,annualsales,3000000,3000000.0
dim_reseller,457,458,annualsales,800000,800000.0
dim_reseller,458,459,annualsales,1500000,1500000.0
dim_reseller,459,460,annualsales,3000000,3000000.0
dim_reseller,460,461,annualsales,800000,800000.0
dim_reseller,461,462,annualsales,1500000,1500000.0
dim_reseller,462,463,annualsales,3000000,3000000.0
dim_reseller,463,464,annualsales,800000,800000.0
dim_reseller,464,465,annualsales,1500000,1500000.0
dim_reseller,465,466,annualsales,3000000,3000000.0
dim_reseller,466,467,annualsales,800000,800000.0
dim_reseller,467,468,annualsales,1500000,1500000.0
dim_reseller,468,469,annualsales,3000000,3000000.0
dim_reseller,469,470,annualsales,800000,800000.0
dim_reseller,470,471,annualsales,1500000,1500000.0
dim_reseller,471,472,annualsales,3000000,3000000.0
dim_reseller,472,473,annualsales,800000,800000.0
dim_reseller,473,474,annualsales,1500000,1500000.0
dim_reseller,474,475,annualsales,3000000,3000000.0
dim_reseller,475,476,annualsales,800000,800000.0
dim_reseller,476,477,annualsales,1500000,1500000.0
dim_reseller,477,478,annualsales,3000000,3000000.0
dim_reseller,478,479,annualsales,800000,800000.0
dim_reseller,479,480,annualsales,1500000,1500000.0
dim_reseller,480,481,annualsales,3000000,3000000.0
dim_reseller,481,482,annualsales,800000,800000.0
dim_reseller,482,483,annualsales,1500000,1500000.0
dim_reseller,483,484,annualsales,3000000,3000000.0
dim_reseller,484,485,annualsales,800000,800000.0
dim_reseller,485,486,annualsales,1500000,1500000.0
dim_reseller,486,487,annualsales,3000000,3000000.0
dim_reseller,487,488,annualsales,300000,300000.0
dim_reseller,488,489,annualsales,1500000,1500000.0
dim_reseller,489,490,annualsales,3000000,3000000.0
dim_reseller,490,491,annualsales,300000,300000.0
dim_reseller,491,492,annualsales,1500000,1500000.0
dim_reseller,492,493,annualsales,3000000,3000000.0
dim_reseller,493,494,annualsales,300000,300000.0
dim_reseller,494,495,annualsales,1500000,1500000.0
dim_reseller,495,496,annualsales,3000000,3000000.0
dim_reseller,496,497,annualsales,300000,300000.0
dim_reseller,497,498,annualsales,1500000,1500000.0
dim_reseller,498,499,annualsales,3000000,3000000.0
dim_reseller,499,500,annualsales,300000,300000.0
dim_reseller,500,501,annualsales,1500000,1500000.0
dim_reseller,501,502,annualsales,3000000,3000000.0
dim_reseller,502,503,annualsales,300000,300000.0
dim_reseller,503,504,annualsales,1500000,1500000.0
dim_reseller,504,505,annualsales,3000000,3000000.0
dim_reseller,505,506,annualsales,300000,300000.0
dim_reseller,506,507,annualsales,1500000,1500000.0
dim_reseller,507,508,annualsales,3000000,3000000.0
dim_reseller,508,509,annualsales,300000,300000.0
dim_reseller,509,510,annualsales,1500000,1500000.0
dim_reseller,510,511,annualsales,3000000,3000000.0
dim_reseller,511,512,annualsales,300000,300000.0
dim_reseller,512,513,annualsales,1500000,1500000.0
dim_reseller,513,514,annualsales,3000000,3000000.0
dim_reseller,514,515,annualsales,300000,300000.0
dim_reseller,515,516,annualsales,1500000,1500000.0
dim_reseller,516,517,annualsales,3000000,3000000.0
dim_reseller,517,518,annualsales,300000,300000.0
dim_reseller,518,519,annualsales,1500000,1500000.0
dim_reseller,519,520,annualsales,3000000,3000000.0
dim_reseller,520,521,annualsales,800000,800000.0
dim_reseller,521,522,annualsales,1500000,1500000.0
dim_reseller,522,523,annualsales,3000000,3000000.0
dim_reseller,523,524,annualsales,800000,800000.0
dim_reseller,524,525,annualsales,1500000,1500000.0
dim_reseller,525,526,annualsales,3000000,3000000.0
dim_reseller,526,527,annualsales,800000,800000.0
dim_reseller,527,528,annualsales,1500000,1500000.0
dim_reseller,528,529,annualsales,3000000,3000000.0
dim_reseller,529,530,annualsales,800000,800000.0
dim_reseller,530,531,annualsales,1500000,1500000.0
dim_reseller,531,532,annualsales,3000000,3000000.0
dim_reseller,532,533,annualsales,800000,800000.0
dim_reseller,533,534,annualsales,1500000,1500000.0
dim_reseller,534,535,annualsales,3000000,3000000.0
dim_reseller,535,536,annualsales,1000000,1000000.0
dim_reseller,536,537,annualsales,1000000,1000000.0
dim_reseller,537,538,annualsales,3000000,3000000.0
dim_reseller,538,539,annualsales,800000,800000.0
dim_reseller,539,540,annualsales,1000000,1000000.0
dim_reseller,540,541,annualsales,3000000,3000000.0
dim_reseller,541,542,annualsales,800000,800000.0
dim_reseller,542,543,annualsales,1000000,1000000.0
dim_reseller,543,544,annualsales,3000000,3000000.0
dim_reseller,544,545,annualsales,800000,800000.0
dim_reseller,545,546,annualsales,300000,300000.0
dim_reseller,546,547,annualsales,800000,800000.0
dim_reseller,547,548,annualsales,1500000,1500000.0
dim_reseller,548,549,annualsales,300000,300000.0
dim_reseller,549,550,annualsales,800000,800000.0
dim_reseller,550,551,annualsales,1500000,1500000.0
dim_reseller,551,552,annualsales,300000,300000.0
dim_reseller,552,553,annualsales,800000,800000.0
dim_reseller,553,554,annualsales,1500000,1500000.0
dim_reseller,554,555,annualsales,800000,800000.0
dim_reseller,555,556,annualsales,800000,800000.0
dim_reseller,556,557,annualsales,1500000,1500000.0
dim_reseller,557,558,annualsales,800000,800000.0
dim_reseller,558,559,annualsales,1000000,1000000.0
dim_reseller,559,560,annualsales,3000000,3000000.0
dim_reseller,560,561,annualsales,800000,800000.0
dim_reseller,561,562,annualsales,1000000,1000000.0
dim_reseller,562,563,annualsales,3000000,3000000.0
dim_reseller,563,564,annualsales,1000000,1000000.0
dim_reseller,564,565,annualsales,1000000,1000000.0
dim_reseller,565,566,annualsales,3000000,3000000.0
dim_reseller,566,567,annualsales,800000,800000.0
dim_reseller,567,568,annualsales,1500000,1500000.0
dim_reseller,568,569,annualsales,3000000,3000000.0
dim_reseller,569,570,annualsales,800000,800000.0
dim_reseller,570,571,annualsales,1500000,1500000.0
dim_reseller,571,572,annualsales,3000000,3000000.0
dim_reseller,572,573,annualsales,800000,800000.0
dim_reseller,573,574,annualsales,1500000,1500000.0
dim_reseller,574,575,annualsales,3000000,3000000.0
dim_reseller,575,576,annualsales,800000,800000.0
dim_reseller,576,577,annualsales,1500000,1500000.0
dim_reseller,577,578,annualsales,3000000,3000000.0
dim_reseller,578,579,annualsales,800000,800000.0
dim_reseller,579,580,annualsales,1500000,1500000.0
dim_reseller,580,581,annualsales,3000000,3000000.0
dim_reseller,581,582,annualsales,800000,800000.0
dim_reseller,582,583,annualsales,1500000,1500000.0
dim_reseller,583,584,annualsales,3000000,3000000.0
dim_reseller,584,585,annualsales,800000,800000.0
dim_reseller,585,586,annualsales,1500000,1500000.0
dim_reseller,586,587,annualsales,3000000,3000000.0
dim_reseller,587,588,annualsales,800000,800000.0
dim_reseller,588,589,annualsales,1500000,1500000.0
dim_reseller,589,590,annualsales,3000000,3000000.0
dim_reseller,590,591,annualsales,800000,800000.0
dim_reseller,591,592,annualsales,1500000,1500000.0
dim_reseller,592,593,annualsales,3000000,3000000.0
dim_reseller,593,594,annualsales,800000,800000.0
dim_reseller,594,595,annualsales,1500000,1500000.0
dim_reseller,595,596,annualsales,3000000,3000000.0
dim_reseller,596,597,annualsales,300000,300000.0
dim_reseller,597,598,annualsales,1500000,1500000.0
dim_reseller,598,599,annualsales,3000000,3000000.0
dim_reseller,599,600,annualsales,300000,300000.0
dim_reseller,600,601,annualsales,1500000,1500000.0
dim_reseller,601,602,annualsales,3000000,3000000.0
dim_reseller,602,603,annualsales,300000,300000.0
dim_reseller,603,604,annualsales,1500000,1500000.0
dim_reseller,604,605,annualsales,3000000,3000000.0
dim_reseller,605,606,annualsales,300000,300000.0
dim_reseller,606,607,annualsales,1500000,1500000.0
dim_reseller,607,608,annualsales,3000000,3000000.0
dim_reseller,608,609,annualsales,300000,300000.0
dim_reseller,609,610,annualsales,1500000,1500000.0
dim_reseller,610,611,annualsales,3000000,3000000.0
dim_reseller,611,612,annualsales,300000,300000.0
dim_reseller,612,613,annualsales,1500000,1500000.0
dim_reseller,613,614,annualsales,3000000,3000000.0
dim_reseller,614,615,annualsales,300000,300000.0
dim_reseller,615,616,annualsales,1500000,1500000.0
dim_reseller,616,617,annualsales,3000000,3000000.0
dim_reseller,617,618,annualsales,300000,300000.0
dim_reseller,618,619,annualsales,1500000,1500000.0
dim_reseller,619,620,annualsales,3000000,3000000.0
dim_reseller,620,621,annualsales,300000,300000.0
dim_reseller,621,622,annualsales,1500000,1500000.0
dim_reseller,622,623,annualsales,3000000,3000000.0
dim_reseller,623,624,annualsales,300000,300000.0
dim_reseller,624,625,annualsales,1500000,1500000.0
dim_reseller,625,626,annualsales,3000000,3000000.0
dim_reseller,626,627,annualsales,300000,300000.0
dim_reseller,627,628,annualsales,1500000,1500000.0
dim_reseller,628,629,annualsales,3000000,3000000.0
dim_reseller,629,630,annualsales,800000,800000.0
dim_reseller,630,631,annualsales,1500000,1500000.0
dim_reseller,631,632,annualsales,3000000,3000000.0
dim_reseller,632,633,annualsales,800000,800000.0
dim_reseller,633,634,annualsales,1500000,1500000.0
dim_reseller,634,635,annualsales,3000000,3000000.0
dim_reseller,635,636,annualsales,800000,800000.0
dim_reseller,636,637,annualsales,1500000,1500000.0
dim_reseller,637,638,annualsales,3000000,3000000.0
dim_reseller,638,639,annualsales,800000,800000.0
dim_reseller,639,640,annualsales,1500000,1500000.0
dim_reseller,640,641,annualsales,3000000,3000000.0
dim_reseller,641,642,annualsales,800000,800000.0
dim_reseller,642,643,annualsales,1500000,1500000.0
dim_reseller,643,644,annualsales,3000000,3000000.0
dim_reseller,644,645,annualsales,1000000,1000000.0
dim_reseller,645,646,annualsales,1000000,1000000.0
dim_reseller,646,647,annualsales,3000000,3000000.0
dim_reseller,647,648,annualsales,800000,800000.0
dim_reseller,648,649,annualsales,1000000,1000000.0
dim_reseller,649,650,annualsales,3000000,3000000.0
dim_reseller,650,651,annualsales,800000,800000.0
dim_reseller,651,652,annualsales,1000000,1000000.0
dim_reseller,652,653,annualsales,3000000,3000000.0
dim_reseller,653,654,annualsales,800000,800000.0
dim_reseller,654,655,annualsales,300000,300000.0
dim_reseller,655,656,annualsales,800000,800000.0
dim_reseller,656,657,annualsales,1500000,1500000.0
dim_reseller,657,658,annualsales,300000,300000.0
dim_reseller,658,659,annualsales,800000,800000.0
dim_reseller,659,660,annualsales,1500000,1500000.0
dim_reseller,660,661,annualsales,300000,300000.0
dim_reseller,661,662,annualsales,800000,800000.0
dim_reseller,662,663,annualsales,1500000,1500000.0
dim_reseller,663,664,annualsales,800000,800000.0
dim_reseller,664,665,annualsales,800000,800000.0
dim_reseller,665,666,annualsales,1500000,1500000.0
dim_reseller,666,667,annualsales,800000,800000.0
dim_reseller,667,668,annualsales,1000000,1000000.0
dim_reseller,668,669,annualsales,3000000,3000000.0
dim_reseller,669,670,annualsales,800000,800000.0
dim_reseller,670,671,annualsales,1000000,1000000.0
dim_reseller,671,672,annualsales,3000000,3000000.0
dim_reseller,672,673,annualsales,1000000,1000000.0
dim_reseller,673,674,annualsales,1000000,1000000.0
dim_reseller,674,675,annualsales,3000000,3000000.0
dim_reseller,675,676,annualsales,800000,800000.0
dim_reseller,676,677,annualsales,1500000,1500000.0
dim_reseller,677,678,annualsales,3000000,3000000.0
dim_reseller,678,679,annualsales,800000,800000.0
dim_reseller,679,680,annualsales,1500000,1500000.0
dim_reseller,680,681,annualsales,3000000,3000000.0
dim_reseller,681,682,annualsales,800000,800000.0
dim_reseller,682,683,annualsales,1500000,1500000.0
dim_reseller,683,684,annualsales,3000000,3000000.0
dim_reseller,684,685,annualsales,800000,800000.0
dim_reseller,685,686,annualsales,1500000,1500000.0
dim_reseller,686,687,annualsales,3000000,3000000.0
dim_reseller,687,688,annualsales,800000,800000.0
dim_reseller,688,689,annualsales,1500000,1500000.0
dim_reseller,689,690,annualsales,3000000,3000000.0
dim_reseller,690,691,annualsales,800000,800000.0
dim_reseller,691,692,annualsales,1500000,1500000.0
dim_reseller,692,693,annualsales,3000000,3000000.0
dim_reseller,693,694,annualsales,800000,800000.0
dim_reseller,694,695,annualsales,1500000,1500000.0
dim_reseller,695,696,annualsales,3000000,3000000.0
dim_reseller,696,697,annualsales,800000,800000.0
dim_reseller,697,698,annualsales,1500000,1500000.0
dim_reseller,698,699,annualsales,3000000,3000000.0
dim_reseller,699,700,annualsales,800000,800000.0
dim_reseller,700,701,annualsales,3000000,3000000.0
dim_reseller,0,1,businesstype,Warehouse,Value Added Reseller
dim_reseller,2,3,businesstype,Value Added Reseller,Warehouse
dim_reseller,3,4,businesstype,Warehouse,Value Added Reseller
dim_reseller,5,6,businesstype,Value Added Reseller,Warehouse
dim_reseller,6,7,businesstype,Warehouse,Value Added Reseller
dim_reseller,8,9,businesstype,Value Added Reseller,Warehouse
dim_reseller,9,10,businesstype,Warehouse,Value Added Reseller
dim_reseller,11,12,businesstype,Value Added Reseller,Warehouse
dim_reseller,12,13,businesstype,Warehouse,Value Added Reseller
dim_reseller,14,15,businesstype,Value Added Reseller,Warehouse
dim_reseller,15,16,businesstype,Warehouse,Value Added Reseller
dim_reseller,17,18,businesstype,Value Added Reseller,Warehouse
dim_reseller,18,19,businesstype,Warehouse,Value Added Reseller
dim_reseller,20,21,businesstype,Value Added Reseller,Warehouse
dim_reseller,21,22,businesstype,Warehouse,Value Added Reseller
dim_reseller,23,24,businesstype,Value Added Reseller,Warehouse
dim_reseller,24,25,businesstype,Warehouse,Value Added Reseller
dim_reseller,26,27,businesstype,Value Added Reseller,Warehouse
dim_reseller,27,28,businesstype,Warehouse,Value Added Reseller
dim_reseller,29,30,businesstype,Value Added Reseller,Warehouse
dim_reseller,30,31,businesstype,Warehouse,Value Added Reseller
dim_reseller,32,33,businesstype,Value Added Reseller,Warehouse
dim_reseller,33,34,businesstype,Warehouse,Value Added Reseller
dim_reseller,35,36,businesstype,Value Added Reseller,Warehouse
dim_reseller,36,37,businesstype,Warehouse,Value Added Reseller
dim_reseller,38,39,businesstype,Value Added Reseller,Warehouse
dim_reseller,39,40,businesstype,Warehouse,Value Added Reseller
dim_reseller,41,42,businesstype,Value Added Reseller,Warehouse
dim_reseller,42,43,businesstype,Warehouse,Value Added Reseller
dim_reseller,44,45,businesstype,Value Added Reseller,Warehouse
dim_reseller,45,46,businesstype,Warehouse,Value Added Reseller
dim_reseller,47,48,businesstype,Value Added Reseller,Warehouse
dim_reseller,48,49,businesstype,Warehouse,Value Added Reseller
dim_reseller,50,51,businesstype,Value Added Reseller,Warehouse
dim_reseller,51,52,businesstype,Warehouse,Value Added Reseller
dim_reseller,53,54,businesstype,Value Added Reseller,Warehouse
dim_reseller,54,55,businesstype,Warehouse,Value Added Reseller
dim_reseller,56,57,businesstype,Value Added Reseller,Warehouse
dim_reseller,57,58,businesstype,Warehouse,Value Added Reseller
dim_reseller,59,60,businesstype,Value Added Reseller,Warehouse
dim_reseller,60,61,businesstype,Warehouse,Value Added Reseller
dim_reseller,62,63,businesstype,Value Added Reseller,Warehouse
dim_reseller,63,64,businesstype,Warehouse,Value Added Reseller
dim_reseller,65,66,businesstype,Value Added Reseller,Warehouse
dim_reseller,66,67,businesstype,Warehouse,Value Added Reseller
dim_reseller,68,69,businesstype,Value Added Reseller,Warehouse
dim_reseller,69,70,businesstype,Warehouse,Value Added Reseller
dim_reseller,71,72,businesstype,Value Added Reseller,Warehouse
dim_reseller,72,73,businesstype,Warehouse,Value Added Reseller
dim_reseller,74,75,businesstype,Value Added Reseller,Warehouse
dim_reseller,75,76,businesstype,Warehouse,Value Added Reseller
dim_reseller,77,78,businesstype,Value Added Reseller,Warehouse
dim_reseller,78,79,businesstype,Warehouse,Value Added Reseller
dim_reseller,80,81,businesstype,Value Added Reseller,Warehouse
dim_reseller,81,82,businesstype,Warehouse,Value Added Reseller
dim_reseller,83,84,businesstype,Value Added Reseller,Warehouse
dim_reseller,84,85,businesstype,Warehouse,Value Added Reseller
dim_reseller,86,87,businesstype,Value Added Reseller,Warehouse
dim_reseller,87,88,businesstype,Warehouse,Value Added Reseller
dim_reseller,89,90,businesstype,Value Added Reseller,Warehouse
dim_reseller,90,91,businesstype,Warehouse,Value Added Reseller
dim_reseller,92,93,businesstype,Value Added Reseller,Warehouse
dim_reseller,93,94,businesstype,Warehouse,Value Added Reseller
dim_reseller,95,96,businesstype,Value Added Reseller,Warehouse
dim_reseller,96,97,businesstype,Warehouse,Value Added Reseller
dim_reseller,98,99,businesstype,Value Added Reseller,Warehouse
dim_reseller,99,100,businesstype,Warehouse,Value Added Reseller
dim_reseller,101,102,businesstype,Value Added Reseller,Warehouse
dim_reseller,102,103,businesstype,Warehouse,Value Added Reseller
dim_reseller,104,105,businesstype,Value Added Reseller,Warehouse
dim_reseller,105,106,businesstype,Warehouse,Value Added Reseller
dim_reseller,107,108,businesstype,Value Added Reseller,Warehouse
dim_reseller,108,109,businesstype,Warehouse,Value Added Reseller
dim_reseller,109,110,businesstype,Warehouse,Value Added Reseller
dim_reseller,111,112,businesstype,Value Added Reseller,Warehouse
dim_reseller,112,113,businesstype,Warehouse,Value Added Reseller
dim_reseller,114,115,businesstype,Value Added Reseller,Warehouse
dim_reseller,115,116,businesstype,Warehouse,Value Added Reseller
dim_reseller,117,118,businesstype,Value Added Reseller,Warehouse
dim_reseller,118,119,businesstype,Warehouse,Value Added Reseller
dim_reseller,120,121,businesstype,Value Added Reseller,Warehouse
dim_reseller,121,122,businesstype,Warehouse,Value Added Reseller
dim_reseller,123,124,businesstype,Value Added Reseller,Warehouse
dim_reseller,124,125,businesstype,Warehouse,Value Added Reseller
dim_reseller,126,127,businesstype,Value Added Reseller,Warehouse
dim_reseller,127,128,businesstype,Warehouse,Value Added Reseller
dim_reseller,129,130,businesstype,Value Added Reseller,Warehouse
dim_reseller,130,131,businesstype,Warehouse,Value Added Reseller
dim_reseller,132,133,businesstype,Value Added Reseller,Warehouse
dim_reseller,133,134,businesstype,Warehouse,Value Added Reseller
dim_reseller,135,136,businesstype,Value Added Reseller,Warehouse
dim_reseller,136,137,businesstype,Warehouse,Value Added Reseller
dim_reseller,138,139,businesstype,Value Added Reseller,Warehouse
dim_reseller,139,140,businesstype,Warehouse,Value Added Reseller
dim_reseller,141,142,businesstype,Value Added Reseller,Warehouse
dim_reseller,142,143,businesstype,Warehouse,Value Added Reseller
dim_reseller,144,145,businesstype,Value Added Reseller,Warehouse
dim_reseller,145,146,businesstype,Warehouse,Value Added Reseller
dim_reseller,147,148,businesstype,Value Added Reseller,Warehouse
dim_reseller,148,149,businesstype,Warehouse,Value Added Reseller
dim_reseller,150,151,businesstype,Value Added Reseller,Warehouse
dim_reseller,151,152,businesstype,Warehouse,Value Added Reseller
dim_reseller,153,154,businesstype,Value Added Reseller,Warehouse
dim_reseller,154,155,businesstype,Warehouse,Value Added Reseller
dim_reseller,156,157,businesstype,Value Added Reseller,Warehouse
dim_reseller,157,158,businesstype,Warehouse,Value Added Reseller
dim_reseller,159,160,businesstype,Value Added Reseller,Warehouse
dim_reseller,160,161,businesstype,Warehouse,Value Added Reseller
dim_reseller,162,163,businesstype,Value Added Reseller,Warehouse
dim_reseller,163,164,businesstype,Warehouse,Value Added Reseller
dim_reseller,165,166,businesstype,Value Added Reseller,Warehouse
dim_reseller,166,167,businesstype,Warehouse,Value Added Reseller
dim_reseller,168,169,businesstype,Value Added Reseller,Warehouse
dim_reseller,169,170,businesstype,Warehouse,Value Added Reseller
dim_reseller,171,172,businesstype,Value Added Reseller,Warehouse
dim_reseller,172,173,businesstype,Warehouse,Value Added Reseller
dim_reseller,174,175,businesstype,Value Added Reseller,Warehouse
dim_reseller,175,176,businesstype,Warehouse,Value Added Reseller
dim_reseller,177,178,businesstype,Value Added Reseller,Warehouse
dim_reseller,178,179,businesstype,Warehouse,Value Added Reseller
dim_reseller,180,181,businesstype,Value Added Reseller,Warehouse
dim_reseller,181,182,businesstype,Warehouse,Value Added Reseller
dim_reseller,183,184,businesstype,Value Added Reseller,Warehouse
dim_reseller,184,185,businesstype,Warehouse,Value Added Reseller
dim_reseller,186,187,businesstype,Value Added Reseller,Warehouse
dim_reseller,187,188,businesstype,Warehouse,Value Added Reseller
dim_reseller,189,190,businesstype,Value Added Reseller,Warehouse
dim_reseller,190,191,businesstype,Warehouse,Value Added Reseller
dim_reseller,192,193,businesstype,Value Added Reseller,Warehouse
dim_reseller,193,194,businesstype,Warehouse,Value Added Reseller
dim_reseller,195,196,businesstype,Value Added Reseller,Warehouse
dim_reseller,196,197,businesstype,Warehouse,Value Added Reseller
dim_reseller,198,199,businesstype,Value Added Reseller,Warehouse
dim_reseller,199,200,businesstype,Warehouse,Value Added Reseller
dim_reseller,201,202,businesstype,Value Added Reseller,Warehouse
dim_reseller,202,203,businesstype,Warehouse,Value Added Reseller
dim_reseller,204,205,businesstype,Value Added Reseller,Warehouse
dim_reseller,205,206,businesstype,Warehouse,Value Added Reseller
dim_reseller,207,208,businesstype,Value Added Reseller,Warehouse
dim_reseller,208,209,businesstype,Warehouse,Value Added Reseller
dim_reseller,210,211,businesstype,Value Added Reseller,Warehouse
dim_reseller,211,212,businesstype,Warehouse,Value Added Reseller
dim_reseller,213,214,businesstype,Value Added Reseller,Warehouse
dim_reseller,214,215,businesstype,Warehouse,Value Added Reseller
dim_reseller,216,217,businesstype,Value Added Reseller,Warehouse
dim_reseller,217,218,businesstype,Warehouse,Value Added Reseller
dim_reseller,218,219,businesstype,Warehouse,Value Added Reseller
dim_reseller,220,221,businesstype,Value Added Reseller,Warehouse
dim_reseller,221,222,businesstype,Warehouse,Value Added Reseller
dim_reseller,223,224,businesstype,Value Added Reseller,Warehouse
dim_reseller,224,225,businesstype,Warehouse,Value Added Reseller
dim_reseller,226,227,businesstype,Value Added Reseller,Warehouse
dim_reseller,227,228,businesstype,Warehouse,Value Added Reseller
dim_reseller,229,230,businesstype,Value Added Reseller,Warehouse
dim_reseller,230,231,businesstype,Warehouse,Value Added Reseller
